Rank,Name,Country,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Score,Rel_score(%),Award
287,Laura Muliar,Portugal,36,30.33,10,3,29,3.0,111.33,18.55,
288,Akram Zakine,Belgium,23,28.35,0,3,37,19.5,110.85,18.48,
289,Yassir Salama,Morocco,38,0.00,0,3,37,26.5,104.50,17.42,
290,Mohamed Wassim Fkih,Tunisia,19,34.97,0,3,37,10.0,103.97,17.33,
291,Edgardo León,Chile,23,0.00,17,3,37,23.0,103.00,17.17,
292,Peter Zhou,New Zealand,23,29.31,0,0,12,37.0,101.31,16.89,
293,Mindiya Karunasinghe,Sri Lanka,17,49.61,0,3,27,3.0,99.61,16.60,
294,Sofija Velkovska,North Macedonia,17,30.33,10,3,29,10.0,99.33,16.55,
295,Arthur Harri Jaakko Antila,Estonia,6,0.00,10,3,70,10.0,99.00,16.50,
296,Erkhem Ganzorig,Mongolia,36,0.00,10,3,37,10.0,96.00,16.00,
296,Ralf Robert Paabo,Estonia,36,0.00,10,3,29,18.0,96.00,16.00,
298,Gabriel Alberto Cruz Nogales,Bolivia,19,10.00,0,3,37,26.5,95.50,15.92,
299,Antero Nyberg,Finland,23,29.31,0,3,30,10.0,95.31,15.88,
300,Raed Naseer,Jordan,36,0.00,0,3,29,26.5,94.50,15.75,
301,Francis José Rodríguez Ronda,Cuba,23,0.00,0,3,37,31.0,94.00,15.67,
302,Roberto Josué Polanco Hernández,El Salvador,6,0.00,0,3,37,47.5,93.50,15.58,
303,Eva Sóllilja Einarsdóttir,Iceland,36,29.31,0,3,22,3.0,93.31,15.55,
304,Albara Abdulhafith,Libya,23,10.00,10,0,37,10.0,90.00,15.00,
305,Fionn Kimber O'Shea,Ireland,23,0.00,0,3,37,26.5,89.50,14.92,
306,Oscar José Pleités Lemus,El Salvador,23,0.00,10,3,29,23.0,88.00,14.67,
307,Miguel Pereira,Portugal,17,0.00,0,0,51,19.5,87.50,14.58,
308,Atas Lapenas,Norway,0,43.97,0,3,37,3.0,86.97,14.49,
309,Fabrizio Lautaro Brandellero,Argentina,23,0.00,0,0,37,26.5,86.50,14.42,
310,Abdallah Sherbini,Palestine,36,0.00,0,3,37,10.0,86.00,14.33,
311,Baldwin Huang,Dominican Republic,6,29.31,0,3,27,20.5,85.81,14.30,
312,Samuel Leber,Germany,23,0.00,0,0,51,10.0,84.00,14.00,
313,Shamir Leonardo Terán Mustafá,Bolivia,30,10.00,0,3,37,3.0,83.00,13.83,
314,Hlib Zabudko,Luxembourg,6,43.97,0,3,27,3.0,82.97,13.83,
315,Halymmuhammet Annageldyyev,Turkmenistan,36,0.00,10,3,30,3.0,82.00,13.67,
315,Maité Morales Carreras,Cuba,0,10.00,10,3,59,0.0,82.00,13.67,
317,Han Yang,Chile,36,0.00,0,3,37,3.0,79.00,13.17,
318,Aleksander Emil Moltu,Norway,36,10.00,0,3,29,0.0,78.00,13.00,
319,Simón Martínez,Colombia,17,10.00,0,3,37,10.0,77.00,12.83,
320,Þórhallur Tryggvason,Iceland,6,28.35,10,3,19,10.0,76.35,12.72,
321,Lucas Kuunders,Netherlands,23,10.00,10,3,19,10.0,75.00,12.50,
322,Aybak Samiz,Jordan,23,29.31,0,0,20,0.0,72.31,12.05,
323,Anri Esoev,Tajikistan,17,29.31,0,0,22,3.0,71.31,11.88,
324,Francisco Pinhao,Chile,6,29.31,0,3,22,10.0,70.31,11.72,
325,Juan José Läderach,Argentina,6,29.31,10,0,22,1.5,68.81,11.47,
326,Malik Sadaqa,Jordan,23,10.00,0,3,29,3.0,68.00,11.33,
327,Hojamuhammet Hydyrov,Turkmenistan,17,0.00,0,3,29,18.0,67.00,11.17,
328,Sami Almajali,Jordan,36,0.00,0,3,27,0.0,66.00,11.00,
329,Rubdary Valentina Rojas Linarez,Venezuela,6,10.00,0,3,37,3.0,59.00,9.83,
330,Tom Philippe Roth,Luxembourg,0,29.31,0,0,19,10.0,58.31,9.72,
331,Balsa Radulovic,Montenegro,6,0.00,0,0,37,10.0,53.00,8.83,
331,Mohammed Cherki,Morocco,23,0.00,0,3,27,0.0,53.00,8.83,
333,Belcar Santiago Cuentas-Zavala Infante,Colombia,19,29.31,0,3,0,0.0,51.31,8.55,
334,Agustin Leonardo Arnez Alcocer,Bolivia,6,10.00,0,3,29,3.0,51.00,8.50,
335,Didar Choganov,Turkmenistan,6,0.00,0,0,29,10.0,45.00,7.50,
336,Arben Kryemadhi,Albania,6,0.00,0,0,37,0.0,43.00,7.17,
337,Juan David Onofre Florián,Colombia,6,0.00,0,3,29,3.0,41.00,6.83,
338,Raphael Le Goaller,Luxembourg,0,0.00,0,0,37,3.0,40.00,6.67,
339,Mateo Neira,Ecuador,0,0.00,0,3,29,3.0,35.00,5.83,
340,Andrew Batista García,Dominican Republic,6,0.00,0,3,19,3.0,31.00,5.17,
341,Shuyang Feng,Ireland,6,0.00,0,3,12,3.0,24.00,4.00,
342,Roberto Valverde Abad,Ecuador,0,0.00,0,0,22,0.0,22.00,3.67,
343,Adriano Augusto Hernández Rodríguez,Dominican Republic,0,0.00,0,0,12,3.0,15.00,2.50,
343,Ahmed Albakoush,Libya,0,0.00,0,3,12,0.0,15.00,2.50,
343,Fadel Elsenusi,Libya,0,0.00,0,3,12,0.0,15.00,2.50,
346,Assil Abderrezak Boukhnoufa,Algeria,6,0.00,0,3,0,0.0,9.00,1.50,
347,Rubin Bekteshi,Albania,0,0.00,0,0,5,1.5,6.50,1.08,
348,Mohammed Hachem,Algeria,6,0.00,0,0,0,0.0,6.00,1.00,
349,Steven Mera,Ecuador,0,0.00,0,3,0,0.0,3.00,0.50,
350,Blendi Avdolli,Albania,0,0.00,0,0,0,0.0,0.00,0.00,
350,Mathías Rivera,Ecuador,0,0.00,0,0,0,0.0,0.00,0.00,
350,Nzubechukwu Chendo,Nigeria,0,0.00,0,0,0,0.0,0.00,0.00,
Guest,Jiyu Shen,China,0,0,0,0,0,0,0.00,0.00,
