Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
300,Ziyad Alomari,Saudi Arabia,45,11,0,12.94,0,0, , ,68.94,11.49,
301,Andrew Nash,Ireland,45,0,0,21.00,0,0, , ,66.00,11.00,
302,Khulegu Batnasan,Mongolia,45,7,0,12.33,0,0, , ,64.33,10.72,
303,Arturo Aurelio Hernandez Rodriguez,Dominican Republic,10,7,25,12.00,0,10, , ,64.00,10.67,
304,Ásþór Björnsson,Iceland,10,18,0,0.00,33,0, , ,61.00,10.17,
305,Martín Rodríguez Muñoz,Spain,10,11,23,12.00,0,0, , ,56.00,9.33,
306,Chamindu Abeysekera,Sri Lanka,45,0,10,0.00,0,0, , ,55.00,9.17,
Guest,Huseyn Hajiyev,Azerbaijan 2,25,7,0,22.09,0,0, , ,54.09,9.02,
307,Nina Mitrovic,Austria,10,0,25,17.00,0,0, , ,52.00,8.67,
308,Lakshith Nishshanke,Sri Lanka,10,18,0,0.00,22,0, , ,50.00,8.33,
309,Mohamed Reda Glioula,Morocco,25,18,0,6.00,0,0, , ,49.00,8.17,
310,Darwin Piche,El Salvador,10,18,0,12.00,0,0, , ,40.00,6.67,
311,Sardorbek Sobirov,Uzbekistan,25,0,0,12.33,0,0, , ,37.33,6.22,
312,Hanka Goralija,Bosnia and Herzegovina,25,0,0,0.00,12,0, , ,37.00,6.17,
312,Mohammad Milhem,Palestine,25,0,0,12.00,0,0, , ,37.00,6.17,
312,Samah Qarada,Palestine,25,0,0,0.00,12,0, , ,37.00,6.17,
315,Fabricio Javier Cabrera Gordillo,Bolivia,25,0,0,10.00,0,0, , ,35.00,5.83,
316,Ufedo Peter Sule Achimugu,Nigeria,30,0,0,4.00,0,0, , ,34.00,5.67,
317,Roger Danilo Enriquez Corrales,Bolivia,25,7,0,0.00,0,0, , ,32.00,5.33,
318,Basil Hijaz,Palestine,25,0,0,3.00,0,0, , ,28.00,4.67,
318,Stanislas Briaud,Luxembourg,10,18,0,0.00,0,0, , ,28.00,4.67,
320,Ana Paula De Sousa Martin,Venezuela,25,0,0,0.00,0,0, , ,25.00,4.17,
321,Jarod Differdange,Luxembourg,10,0,0,9.00,0,0, , ,19.00,3.17,
322,Vicent Baeza Esteve,Spain,10,0,0,7.50,0,0, , ,17.50,2.92,
323,Gurbanberdi Gulladyyev,Turkmenistan,10,0,0,4.00,0,0, , ,14.00,2.33,
324,José Manuel Cabrera Guardado,El Salvador,10,0,0,0.00,0,0, , ,10.00,1.67,
Guest,Fatima Omarova,Azerbaijan 2,10,0,0,0.00,0,0, , ,10.00,1.67,
325,Abrar Toma,Palestine,0,0,0,0.00,0,0, , ,0.00,0.00,
325,Bazarkuly Baymuradov,Turkmenistan,0,0,0,0.00,0,0, , ,0.00,0.00,
325,Malokhatkhon Mukhammadieva,Uzbekistan,0,0,0,0.00,0,0, , ,0.00,0.00,
